City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
275,Bandarbeyla,SO,9.49,50.81,1596406395,78.31,70,0,29.97
276,Iqaluit,CA,63.75,-68.51,1596406395,51.8,81,75,3.36
277,Chui,UY,-33.7,-53.46,1596406396,59.54,90,99,3.62
278,San Jose,US,37.34,-121.89,1596406140,86,37,5,10.29
279,Bosaso,SO,11.28,49.18,1596406396,91.83,38,54,24.32
280,Port Blair,IN,11.67,92.75,1596406396,82.11,80,100,25.95
281,Gouré,NE,13.98,10.27,1596406396,79.74,68,8,13.82
282,Muravlenko,RU,63.79,74.52,1596406397,61.34,70,1,11.27
283,Tahe,CN,52.33,124.73,1596406397,54.36,95,100,6.58
284,Kendari,ID,-3.94,122.5,1596406397,72.61,92,85,2.59
285,Crema,IT,45.36,9.67,1596406397,75,93,93,5.99
286,Berlevåg,NO,70.86,29.09,1596406398,48.2,100,75,16.11
287,Ko Samui,TH,9.54,99.94,1596406131,83.68,77,100,28.95
288,Uribia,CO,11.71,-72.27,1596406398,92.86,48,23,9.04
289,Praia,CV,14.92,-23.51,1596406398,82.4,78,75,11.41
290,Léo,BF,11.1,-2.1,1596406398,73.89,84,92,7.96
291,Vuktyl,RU,63.86,57.31,1596406399,58.46,89,91,10.65
292,Lavumisa,SZ,-27.31,31.89,1596406399,56.8,91,0,4.9
293,San Patricio,MX,19.22,-104.7,1596406399,91.4,70,20,11.41
294,Merritt Island,US,28.54,-80.67,1596406400,84.2,74,40,13.87
295,Republic,US,37.12,-93.48,1596406400,84.2,51,40,9.17
296,Otane,NZ,-39.88,176.63,1596406400,45,95,62,3.36
297,Mareeba,AU,-17,145.43,1596406400,66.99,96,28,3.09
298,Winnemucca,US,40.97,-117.74,1596406400,98.6,5,1,6.93
299,Mushie,CD,-3.02,16.9,1596406401,82.63,44,41,2.46
300,Green River,US,41.53,-109.47,1596406401,91.4,10,1,13.87
301,Tonj,SS,7.27,28.68,1596406401,71.24,96,100,2.71
302,Joigny,FR,47.98,3.4,1596406401,61,59,59,6.02
303,Jalu,LY,29.03,21.55,1596406402,82.54,46,0,9.71
304,Ahipara,NZ,-35.17,173.17,1596406402,59.7,74,35,9.66
305,Władysławowo,PL,54.79,18.4,1596406402,69.01,77,98,4.7
306,Bermejo,AR,-32.88,-68.8,1596406402,59.49,33,0,7.31
307,Oudtshoorn,ZA,-33.59,22.2,1596406403,53.6,66,0,4.7
308,Kaitangata,NZ,-46.28,169.85,1596406403,50,83,100,1.99
309,Bubaque,GW,11.28,-15.83,1596406403,80.98,84,99,11.63
310,Ambovombe,MG,-25.17,46.08,1596406404,63.3,73,0,18.45
311,Coruripe,BR,-10.13,-36.18,1596406404,72.77,83,15,9.8
312,Otjimbingwe,NA,-22.35,16.13,1596406404,58.3,32,0,6.55
313,Acaraú,BR,-2.89,-40.12,1596406136,78.42,80,10,13.53
314,Buala,SB,-8.14,159.59,1596406405,83.07,74,26,6.69
315,Kasamwa,TZ,-2.85,32.43,1596406405,61.59,48,0,5.61
316,Bata,GQ,1.86,9.77,1596406405,80.6,83,40,10.29
317,Ghanzi,BW,-21.57,21.78,1596406405,52.32,42,0,6.06
318,Kuril'sk,RU,45.23,147.88,1596406406,64.26,81,7,6.51
319,Alofi,NU,-19.06,-169.92,1596406406,78.8,69,81,9.17
320,Hurricane,US,37.18,-113.29,1596406369,107.01,11,0,4
321,Mosquera,CO,4.71,-74.23,1596406406,66.2,39,75,9.17
322,Russell,US,32.35,-85.2,1596406406,95,36,1,4.7
323,Pajapan,MX,18.25,-94.7,1596406407,87.8,66,40,11.41
324,Bambous Virieux,MU,-20.34,57.76,1596406407,69.8,68,75,14.99
325,Isangel,VU,-19.55,169.27,1596406407,70.92,63,5,11.74
326,Tanabe,JP,33.73,135.37,1596406407,82,84,75,3.18
327,Hambantota,LK,6.12,81.12,1596406408,77,100,20,11.41
328,Ballina,AU,-28.87,153.57,1596406408,54,100,20,5.55
329,Malicboy,PH,13.98,121.79,1596406408,77.2,85,100,2.15
330,São Félix do Xingu,BR,-6.64,-51.99,1596406409,79.32,45,48,0.25
331,Caravelas,BR,-17.71,-39.25,1596406409,70.81,68,11,10.83
332,Conceição do Araguaia,BR,-8.26,-49.26,1596406409,83.3,38,0,3.98
333,Fortuna,US,40.6,-124.16,1596406299,70,80,11,3
334,Raychikhinsk,RU,49.78,129.41,1596406409,67.37,91,98,13.13
335,Kavieng,PG,-2.57,150.8,1596406410,83.07,76,16,6.93
336,Tanout,NE,14.97,8.89,1596406410,85.75,55,27,9.44
337,Madimba,TZ,-10.4,40.33,1596406410,71.6,94,20,11.41
338,Geraldton,AU,-28.77,114.6,1596406410,55.4,82,40,17.22
339,Puerto Colombia,CO,10.99,-74.95,1596406411,91.4,66,40,13.87
340,St. George's,GD,12.06,-61.75,1596406411,86,79,40,16.11
341,Keti Bandar,PK,24.14,67.45,1596406411,85.86,79,92,15.03
342,Windsor,CA,42.3,-83.02,1596406411,73,83,90,14.99
343,Belvedere Marittimo,IT,39.62,15.86,1596406412,80.01,58,0,2.1
344,Hobyo,SO,5.35,48.53,1596406412,78.89,72,87,21.88
345,Monze,ZM,-16.28,27.48,1596406412,51.98,56,0,4.25
346,Burnie,AU,-41.07,145.92,1596406413,45,76,98,10
347,Rodrigues Alves,BR,-7.74,-72.65,1596406413,85.71,47,8,0.47
348,Baruun-Urt,MN,46.68,113.28,1596406413,57.16,83,58,9.04
349,Thinadhoo,MV,0.53,72.93,1596406350,82.67,77,98,11.5
350,Marsabit,KE,2.33,37.99,1596406414,62.58,73,63,23.26
351,Teya,RU,60.38,92.63,1596406414,53.28,75,0,0.65
352,Gazojak,TM,41.19,61.4,1596406414,80.55,23,0,6.51
353,Krasnyy Yar,RU,46.53,48.35,1596406414,71.6,60,40,7.67
354,Sobolevo,RU,54.43,31.9,1596406415,50.72,85,42,1.5
355,Avera,US,33.19,-82.53,1596406415,93.2,46,1,8.41
356,Padang,ID,-0.95,100.35,1596406415,76.53,78,66,5.06
357,Uglegorsk,RU,49.08,142.03,1596406415,60.58,92,100,11.07
358,Salaga,GH,8.55,-0.52,1596406416,74.48,83,89,2.62
359,Wawa,NG,9.9,4.42,1596406416,75.2,89,100,4.99
360,Lebu,CL,-37.62,-73.65,1596406416,52.29,92,68,6.71
361,Warmbad,NA,-28.45,18.73,1596406417,65.41,24,0,9.28
362,Vostochnyy,RU,55.82,37.87,1596406417,57.2,82,0,6.71
363,Makokou,GA,0.57,12.86,1596406417,72.3,80,91,5.19
364,Zabul Province,AF,32.25,67.25,1596406417,66.45,23,0,8.55
365,Caboolture,AU,-27.08,152.95,1596406265,55.99,98,70,2.8
366,Birjand,IR,32.87,59.22,1596406418,71.6,21,0,4.7
367,Tamiahua,MX,21.27,-97.45,1596406418,86.58,67,20,11.03
368,Cambridge,CA,43.36,-80.31,1596406396,73.99,88,90,18.34
369,Sal Rei,CV,16.18,-22.92,1596406419,82.4,74,20,11.41
370,Pimentel,PE,-6.84,-79.93,1596406419,66.2,72,20,18.34
371,Glens Falls,US,43.31,-73.64,1596406010,84.99,62,40,16.11
372,Kahramanmaraş Province,TR,38,37,1596406420,80.6,65,0,20.8
373,Poum,NC,-20.23,164.02,1596406420,69.08,62,4,6.71
374,Horqueta,PY,-23.34,-57.06,1596406420,77.74,40,0,5.08
375,Nova Ushytsya,UA,48.84,27.27,1596406420,55.99,77,20,1.3
376,Maniago,IT,46.17,12.71,1596406421,73.99,79,87,5.84
377,Tancanhuitz,MX,21.6,-98.97,1596406421,89.01,54,13,3.94
378,Maputo,MZ,-25.97,32.59,1596406421,59,93,0,2.24
379,Soma,TR,39.19,27.61,1596406422,77,56,0,8.05
380,Naliya,IN,23.27,68.83,1596406422,86.02,75,91,10.56
381,Pecos,US,31.42,-103.49,1596406422,100.4,15,40,4.7
382,Cabo Rojo,PR,18.09,-67.15,1596406267,84.99,77,80,3
383,Aswān,EG,24.09,32.91,1596406220,96.89,15,42,10.13
384,Richards Bay,ZA,-28.78,32.04,1596406423,64.67,73,0,15.68
385,Flinders,AU,-34.58,150.86,1596406423,53.01,87,76,1.01
386,Guerrero Negro,MX,27.98,-114.06,1596406423,84.92,47,46,17.22
387,Bujumbura,BI,-3.38,29.36,1596406424,72.75,45,10,3.06
388,Lata,PT,40.16,-8.33,1596406424,64.99,89,71,8.99
389,Altoona,US,40.52,-78.39,1596406364,84.99,55,35,1.99
390,Sikonge,TZ,-5.63,32.77,1596406424,68,49,1,23.04
391,Honningsvåg,NO,70.98,25.97,1596406424,50,87,75,9.17
392,Balancán,MX,17.8,-91.53,1596406425,93.2,59,40,3.76
393,Bagdarin,RU,54.43,113.6,1596406325,56.05,90,93,2.51
394,Maricá,BR,-22.92,-42.82,1596406425,69.8,73,20,12.75
395,Gayéri,BF,12.65,0.49,1596406425,81.05,68,93,11.16
396,Grand-Santi,GF,4.25,-54.38,1596406426,75.34,94,78,1.54
397,Kumul,CN,42.8,93.45,1596406426,77.99,17,85,1.81
398,Nome,US,64.5,-165.41,1596406426,64,72,1,12.75
399,Northam,GB,51.03,-4.22,1596406426,60.01,84,95,7
400,Trairi,BR,-3.28,-39.27,1596406427,78.55,79,3,10.29
401,Ormara,PK,25.21,64.64,1596406427,84.16,84,12,9.22
402,Viedma,AR,-40.81,-63,1596406413,46.99,65,14,5.59
403,Kitimat,CA,54.05,-128.65,1596406387,61,94,100,1.99
404,Anyang,CN,36.1,114.33,1596406428,86,72,98,5.17
405,Presidente Médici,BR,-11.18,-61.9,1596406428,84.33,26,0,3.51
406,Vilcún,CL,-38.65,-72.23,1596406428,60.01,82,53,5.82
407,Noumea,NC,-22.28,166.46,1596406255,70,82,90,3.36
408,Jacareacanga,BR,-6.22,-57.75,1596406429,81.25,38,5,0.69
409,Pinheiro,BR,-2.52,-45.08,1596406429,76.01,87,59,3.94
410,Muli,MV,2.92,73.57,1596406429,82.15,79,93,12.15
411,Tommot,RU,58.96,126.29,1596406429,56.48,75,100,4.72
412,Sibut,CF,5.72,19.07,1596406430,70.57,95,100,4.41
413,Broken Hill,AU,-31.95,141.43,1596406430,44.6,48,100,8.05
414,Montague,US,42.54,-72.54,1596406430,79,90,100,1.01
415,Rechka Vydrino,RU,51.48,104.85,1596406430,55.85,87,100,6.85
416,Kungur,RU,57.44,56.96,1596406431,55.26,93,99,6.69
417,Pacajus,BR,-4.17,-38.46,1596406431,80.6,74,30,10.29
418,Yhú,PY,-25.05,-55.92,1596406431,68.77,58,0,5.79
419,Ken Caryl,US,39.58,-105.12,1596406151,81,38,75,1.01
420,Lesnoy,RU,57.62,63.08,1596406432,62.82,95,84,2.82
421,Khāsh,IR,28.22,61.22,1596406432,75.04,29,4,2.73
422,The Valley,AI,18.22,-63.06,1596406175,87.8,74,20,10.29
423,Koutsouras,GR,35.03,25.95,1596406432,82.99,40,0,13
424,Verkhniy Tagil,RU,57.37,59.96,1596406432,59.61,92,100,4.74
425,Bongaree,AU,-27.08,153.16,1596406433,55.99,95,90,1.01
426,Pangoa,PE,-12.12,-73,1596406433,78.93,56,14,2.39
427,Warrnambool,AU,-38.38,142.48,1596406433,46.04,83,19,13.94
428,Oriximiná,BR,-1.77,-55.87,1596406433,84.81,47,69,4.09
429,Lompoc,US,34.64,-120.46,1596406434,69.8,68,0,14.99
430,Lüderitz,NA,-26.65,15.16,1596406434,69.8,28,0,8.05
431,Charyshskoye,RU,51.4,83.56,1596406434,54.95,82,14,6.08
432,Christchurch,NZ,-43.53,172.63,1596406207,52,93,100,5.82
433,Mirwah,YE,13.92,43.92,1596406435,74.35,59,100,2.15
434,La Ronge,CA,55.1,-105.28,1596406435,80.6,39,20,12.75
435,Iowa City,US,41.66,-91.53,1596406435,80.6,51,20,10.29
436,Saldanha,ZA,-33.01,17.94,1596406435,48.2,81,0,1.12
437,Stulovo,RU,58.72,50.14,1596406436,48.52,98,75,5.35
438,Nelidovo,RU,56.22,32.78,1596406436,50.11,91,0,3.18
439,Malé,MV,4.17,73.51,1596406321,82.09,80,100,14.45
440,Orbetello,IT,42.44,11.22,1596406436,77,78,0,4.7
441,Kiryat Gat,IL,31.61,34.76,1596406143,79,61,0,1.99
442,Spruce Grove,CA,53.53,-113.92,1596406437,84.99,51,1,11.41
443,Batagay-Alyta,RU,67.8,130.41,1596406437,54.99,60,98,2.59
444,Shira,RU,54.49,89.95,1596406437,55.99,94,99,3.02
445,Sistranda,NO,63.73,8.83,1596406438,57.2,93,75,10.29
446,Māndal,IN,25.45,74.57,1596406438,80.33,77,81,7.67
447,Aasiaat,GL,68.71,-52.87,1596406438,41.58,84,2,4.68
448,Omboué,GA,-1.57,9.26,1596406438,73.27,73,70,6.49
449,Puntarenas,CR,9.98,-84.84,1596406439,77,78,40,5.82
450,Islamkot,PK,24.7,70.18,1596406439,87.84,65,4,13.09
451,Husavik,IS,66.04,-17.34,1596406439,50,93,90,5.82
452,Goundam,ML,16.41,-3.67,1596406439,94.93,36,19,9.55
453,São José da Coroa Grande,BR,-8.9,-35.15,1596406440,74.41,78,56,11.68
454,Nioki,CD,-2.72,17.68,1596406440,82.6,43,17,3.06
455,Vila Franca do Campo,PT,37.72,-25.43,1596406440,71.6,73,20,6.93
456,Dekar,BW,-21.53,21.93,1596406441,53.1,41,0,5.79
457,Invermere,CA,50.52,-116.04,1596406441,88,33,13,4
458,Hailey,US,43.52,-114.32,1596406441,91.4,18,5,11.41
459,Hamilton,US,39.18,-84.53,1596406158,81,57,40,8.05
460,Uvira,CD,-3.41,29.15,1596406441,73.04,48,11,1.77
461,Hanyang,CN,32.14,105.51,1596406442,70.61,96,1,1.19
462,High Level,CA,58.52,-117.14,1596406442,84.2,58,20,5.82
463,Malbork,PL,54.04,19.03,1596406183,68,100,94,7.7
464,Tarko-Sale,RU,64.92,77.78,1596406443,60.3,68,53,9.95
465,Ruska Poliana,UA,49.42,31.92,1596406443,57.36,87,0,3.69
466,Latung,PH,5.5,120.88,1596406444,82,74,41,2.01
467,Xingyi,CN,24.19,102.82,1596406444,62.31,98,96,4.12
468,Marawi,PH,8,124.29,1596406444,77,86,96,5.99
469,Richmond,US,37.55,-77.46,1596406420,87.8,58,75,4.7
470,Tricase,IT,39.93,18.36,1596406445,77,88,5,3.36
471,Souillac,MU,-20.52,57.52,1596406445,69.8,68,75,14.99
472,College,US,64.86,-147.8,1596406445,71.6,56,40,6.93
473,Palauig,PH,15.44,119.9,1596406446,81.25,76,100,7.56
474,Rawson,AR,-43.3,-65.1,1596406378,52.68,43,0,9.28
475,Imeni Morozova,RU,59.98,31.04,1596406446,57.99,99,100,5.95
476,Pavlikeni,BG,43.24,25.32,1596406446,72,82,0,3.36
477,São João da Barra,BR,-21.64,-41.05,1596406447,69.8,68,3,5.82
478,Itapuranga,BR,-15.56,-49.95,1596406447,72.7,38,0,5.91
479,Road Town,VG,18.42,-64.62,1596406448,84.2,74,40,6.93
480,Calabozo,VE,8.92,-67.43,1596406448,79.93,91,73,2.24
481,Camacha,PT,33.08,-16.33,1596406448,69.8,73,40,11.41
482,Havøysund,NO,71,24.66,1596406448,48.2,87,47,10.29
483,Tuckahoe,US,37.59,-77.56,1596406448,87.8,78,1,3.36
484,Khasan,RU,42.43,130.64,1596406449,68.68,98,100,7.56
485,Pangody,RU,65.85,74.49,1596406403,60.15,71,24,10.4
486,Canapi,BR,-9.12,-37.6,1596406449,68.41,82,21,9.55
487,Vicuña,CL,-30.03,-70.71,1596406450,59,72,16,10.29
488,Shōbara,JP,34.85,133.02,1596406450,78.8,83,89,4.7
489,Pangnirtung,CA,66.15,-65.71,1596406450,55.65,54,36,4.27
490,Manjacaze,MZ,-24.71,33.88,1596406450,56.32,91,0,3.65
491,Atikokan,CA,48.76,-91.62,1596406451,69.06,39,88,7.2
492,Urengoy,RU,65.97,78.37,1596406451,57.2,76,71,7.29
493,Rio Grande,BR,-32.03,-52.1,1596406451,62.96,88,98,6.24
494,Chengde,CN,40.97,117.94,1596406394,68.11,84,0,1.74
495,Treznea,RO,47.1,23.12,1596406452,60.8,87,79,2.24
496,Tezu,IN,27.92,96.17,1596406452,79.2,73,15,2.28
497,Mana,GF,5.66,-53.78,1596406452,79.2,84,90,7.74
498,Kuliyapitiya,LK,7.47,80.04,1596406453,77,100,20,2.24
499,Kapoeta,SS,4.77,33.59,1596406453,75.74,66,26,3.42
500,Tingo María,PE,-9.29,-76.01,1596406453,80.64,59,32,2.19
501,Tombouctou,ML,20,-3,1596406453,102.27,21,0,9.28
502,Fort Nelson,CA,58.81,-122.7,1596406453,78.8,36,40,5.82
503,Caohai,CN,26.87,104.28,1596406454,60.13,95,92,1.86
504,Havelock,US,34.88,-76.9,1596406454,87.01,79,0,11.01
505,Kuusamo,FI,65.97,29.18,1596406454,51.8,87,90,4.7
506,Arlit,NE,18.74,7.39,1596406454,89.49,44,76,9.37
507,Port-Gentil,GA,-0.72,8.78,1596406455,77,78,75,10.94
508,Carutapera,BR,-1.2,-46.02,1596406455,76.44,91,37,6.87
509,Orizona,BR,-17.03,-48.3,1596406455,66.99,49,0,5.64
510,Darhan,MN,49.49,105.92,1596406455,57.49,89,100,3.67
511,Waingapu,ID,-9.66,120.26,1596406456,69.39,83,6,7.49
512,Meridian,US,43.61,-116.39,1596406192,99,18,1,6.93
513,Chul'man,RU,56.85,124.91,1596406456,56.3,92,100,1.97
514,Magaria,NE,13,8.91,1596406456,78.58,77,34,9.66
515,Izhevskoye,RU,54.56,40.87,1596406457,52.41,92,68,4.34
516,Queanbeyan,AU,-35.35,149.23,1596406457,37,100,90,1.32
517,Liverpool,GB,53.41,-2.98,1596406178,60.8,77,20,13.87
518,Biała Podlaska,PL,52.03,23.12,1596406457,60.66,75,77,6.82
519,Nadadores,MX,27.05,-101.6,1596406457,99,34,75,16.98
520,Dabat,ET,12.98,37.77,1596406458,52.72,94,81,4.5
521,Khovd,MN,48.01,91.64,1596406458,53.67,70,97,2.82
522,Sibolga,ID,1.74,98.78,1596406458,76.24,82,98,2.98
523,Khandyga,RU,62.67,135.6,1596406325,63.82,48,30,2.33
524,Imbituba,BR,-28.24,-48.67,1596406459,69.8,64,62,8.05
525,Marzuq,YE,14.4,46.47,1596406459,81.9,54,13,6.08
526,Normal,US,40.51,-88.99,1596406459,82,61,20,13.87
527,Labuhan,ID,-6.88,112.21,1596406460,72.59,87,43,6.87
528,Nhulunbuy,AU,-12.23,136.77,1596406460,71.6,88,75,8.05
529,Macusani,PE,-14.08,-70.43,1596406460,48.7,46,5,5.53
530,Comodoro Rivadavia,AR,-45.87,-67.5,1596406392,53.6,46,57,9.17
531,Winslow,US,35.02,-110.7,1596406461,100.4,10,1,12.75
532,Biltine,TD,14.53,20.92,1596406461,74.03,85,100,17.85
533,Tabuk,PH,17.42,121.44,1596406461,74.97,84,99,1.7
534,Dingle,PH,11,122.67,1596406462,76.55,84,100,2.8
535,Inhambane,MZ,-23.86,35.38,1596406462,67.23,71,100,7.92
536,Kasempa,ZM,-13.46,25.83,1596406462,54.21,46,9,7.23
537,Poddor'ye,RU,57.47,31.12,1596406463,52.79,86,49,5.21
538,Garissa,KE,-0.45,39.64,1596406463,73.27,72,13,17.69
539,Magán,ES,39.97,-3.93,1596406463,86,29,71,14
540,Rizómata,GR,40.35,22.2,1596406464,75.99,72,0,1.16
541,Luanda,AO,-8.84,13.23,1596406242,71.6,83,27,4.7
542,Jiazi,CN,22.88,116.07,1596406464,79.3,89,100,4.23
543,Camopi,GF,3.17,-52.32,1596406464,75.11,96,90,2.48
544,Ţaga,RO,46.95,24.05,1596406464,59,87,48,2.24
545,Japura,ID,-0.32,102.35,1596406465,73.96,92,43,2.55
546,Hirado,JP,33.36,129.55,1596406465,81,88,75,8.05
547,Kahului,US,20.89,-156.47,1596406419,87.8,52,40,23.04
548,Hualmay,PE,-11.1,-77.61,1596406465,64.08,73,18,10.2
549,Punta de Piedra,VE,7.62,-71.49,1596406466,80.83,88,59,2.55
550,Iwaki,JP,37.05,140.88,1596406466,77,88,20,3.36
551,Sonoita,MX,31.85,-112.83,1596406466,104,28,0,12.86
